event_type,event_cause,description,requires_road_closure,priority,latitude,longitude,address,corridor,zone,police_station,description_missing,Day_of_Week
planned,construction,[LOCATION] railway bridge junction sir,False,Low,12.9354212,77.7057568,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,White topping work panatur railway bridge towards kadubesanahalli.,False,Low,12.9355397,77.7059347,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",Non-corridor,East Zone 1,HAL Old Airport,False,Thursday
planned,construction,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,False,High,12.9685753,77.7011831,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 2,East Zone 1,HAL Old Airport,False,Thursday
planned,public_event,Due to event at [LOCATION]kk road traffic  slowly moving,False,High,12.9921852,77.5833688,"Kumar Krupa Road, State Government Quarter, Kumara Park East, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)",Bellary Road 1,Central Zone 2,High ground,False,Thursday
planned,public_event,[PERSON] Ammanavara Brahma Rathotsava,True,Low,12.91747438,77.57394791,"Banashankari TTMC, ಮಾರೇನಹಳ್ಳಿ ರಸ್ತೆ, ಶಾಕಂಭರಿನಗರ, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560070, India",Non-corridor,South Zone 1,Jayanagara,False,Saturday
planned,public_event,[PERSON] Ammanavara Brahma Rathotsava,True,Low,12.91747438,77.57394791,"Banashankari TTMC, ಮಾರೇನಹಳ್ಳಿ ರಸ್ತೆ, ಶಾಕಂಭರಿನಗರ, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560070, India",Non-corridor,South Zone 1,Jayanagara,False,Saturday
planned,construction,ಸರ್ PF ಜಂಕ್ಷನ್ ಕಡೆಯಿಂದ KFM ಜಂಕ್ಷನ್ ಕಡೆಗೆ ವೈಟ್ TOPPING ಕೆಲಸದ ನಿಮಿತ್ತ ರಸ್ತೆ ಬಂದ್ ಮಾಡಿರುತ್ತಾರೆ.,True,Low,12.9817242,77.5700018,"Railway Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Non-corridor,Central Zone 2,Sheshadripuram,False,Saturday
planned,construction,BWSSB work in process near SNN apartment towards  [LOCATION] slow moving traffic,False,High,13.0427611,77.6103677,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,North Zone 1,Hebbala,False,Sunday
planned,construction,[LOCATION] work at veeranapally down ramp towards hebbal sir,False,High,13.0426969,77.6103967,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,North Zone 1,Hebbala,False,Sunday
unplanned,construction,"Doing [LOCATION] work , traffic normal moving sir",True,High,12.9174784,77.6237621,"Outer Ring Road, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,HSR Layout,False,Sunday
unplanned,construction,BWSSB Work At Veerannapalya Church Cross Road Towards Ganesh Satkar,False,High,13.0416363,77.6135894,"Veeranapalaya Main Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Monday
planned,construction,Road closed due to BWSSB work,True,High,13.0416928,77.6118382,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Monday
planned,construction,[LOCATION] work progress vehicals slow movement,True,Low,12.9534302,77.5911341,"KH Road, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",Non-corridor,Central Zone 2,Wilson Garden,False,Tuesday
unplanned,construction,[PERSON] bridge service road to  le arebiya BESCOM work traffic slow moment sir,False,High,12.9550561,77.7008187,"Marathahalli Underpass, MSR Tech Zone, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,East Zone 1,HAL Old Airport,False,Tuesday
unplanned,construction,BWSSB work at veerannapalya church cross road towards Ganesh satkar road sir,False,High,13.0416942,77.6118512,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Tuesday
planned,construction,BWSSB WORK IS GOINGON near [LOCATION] service road towards [LOCATION] service road Connecting road is closed,True,High,13.0416919,77.6118446,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",ORR North 1,North Zone 1,K.G. Halli,False,Wednesday
unplanned,procession,Ayyappa swami bhakthas proccession in marigowda road tavarekere to dairy infront of ghousia,False,Low,12.936177,77.6070675,"Hosur Road, Prestige Technopolis, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Thursday
planned,construction,White Topping Phase 1 at [LOCATION],True,Low,12.98270768,77.57672935,"Race Course Road, Madhav Nagar, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Non-corridor,Central Zone 2,High ground,False,Saturday
planned,construction,Construction,True,High,12.9633032,77.5807995,"Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,Central Zone 2,City Market,False,Saturday
unplanned,construction,5th main HSR to RupenAgrahara service road close at [LOCATION] work,True,High,12.9166927,77.6235665,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,HSR Layout,False,Sunday
unplanned,construction,HSR 5th main to RupenAgrahara service road closed at [LOCATION] work,True,High,12.9166202,77.6236125,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,HSR Layout,False,Sunday
planned,construction,BWSSB WORK  IN PROGRESS,False,Low,12.9164396,77.6113131,"Outer Ring Road, MHBCS Layout, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Sunday
unplanned,construction,Road work,True,High,12.96857558,77.64158349,"13th Main Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",IRR(Thanisandra road),Central Zone 1,Jeevanbheemanagar,False,Sunday
planned,construction,ಮೆಟ್ರೋ ವರ್ಕ್ ಸ್ಲೋ ಮೂವ್ಮೆಂಟ್ sir,False,High,13.0401786,77.624334,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Monday
planned,public_event,,False,Low,13.0232061,77.5333363,"Dr Rajkumar Puniya Bhoomi Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",Non-corridor,West Zone 1,Yeshwanthpura,True,Tuesday
planned,construction,ಸರ್ ನಮಸ್ತೆ ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಿಗ್ನಲ್ ನಲ್ಲಿ ಮೆಟ್ರೋ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಮೆಟ್ರೋ ಕಡೆಯಿಂದ ರೋಡ್ ಕ್ಲೋಸ್ ಮಾಡಿರುತ್ತಾರೆ ಸರ್ ಟ್ರಾಫಿಕ್ slow ಮೂಮೆಂಟ್ ಇದೆ  sir,True,High,12.9178592,77.6231754,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,Madiwala,False,Tuesday
unplanned,construction,Nagavara junction towards keb traffic slow moment,False,High,13.0403988,77.62432276,"Thanisandra Main Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",Hennur Main Road,North Zone 1,Hennuru,False,Tuesday
planned,construction,HC11752,False,High,12.9690897,77.5872201,"Nrupatunga Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,Central Zone 2,Halasuru Gate,False,Friday
unplanned,construction,[PERSON],False,High,12.920906,77.6002661,"Guruppan Palya Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",Bannerghata Road,South Zone 1,Mico Layout,False,Friday
planned,construction,White Topping work at Dr. [PERSON].,True,High,12.99819784,77.55306959,"ನವರಂಗ್ ಜಂಕ್ಷನ್, ಡಾ|| ರಾಜ್-ಕುಮಾರ್ ರಸ್ತೆ, ಗಾಯತ್ರಿನಗರ, ಗಾಯತ್ರಿ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560021, India",West of Chord Road,West Zone 1,Rajajinagar,False,Saturday
planned,construction,"[PERSON]
at [LOCATION].",True,Low,12.90572474,77.54278064,"ಕೋಣನಕುಂಟೆ ಉತ್ತರಹಳ್ಳಿ ರಸ್ತೆ, Vasanthapura, ಉತ್ತರಹಳ್ಳಿ, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560061, India",Non-corridor,South Zone 1,K.S. Layout,False,Saturday
planned,public_event,,False,High,13.1463017,77.6183496,"Bengaluru Bellary Road, Farah Seven, Sri Rajarajeshwari Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,True,Monday
unplanned,construction,NHAI WORK @KODIGEHALLI DOWN RAMP TOWARD [LOCATION] SIR,False,High,13.0530554,77.593531,"Bellary Road, Embassy Crescent, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Kodigehalli,False,Monday
planned,public_event,Hosur - Lushkar Road Rathasapthami,True,High,12.95236447,77.60536618,"Anepalya, Hosur Road, Vinayakanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India",Hosur Road,Central Zone 1,Ashok Nagar,False,Tuesday
planned,procession,Police Marathon 2026,True,High,12.96781849,77.58867461,"Kasturba Road, Cubbonpet, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",Mysore Road,Central Zone 2,Halasuru Gate,False,Wednesday
planned,procession,Police Marathon 2026,True,Low,12.9760586,77.58741676,"KR Circle, Old Post Office Road, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",Non-corridor,Central Zone 2,Cubbon Park,False,Wednesday
planned,construction,Nhi road cleaning work sir tw airport Hebbal down ramp,False,High,13.0469855,77.5915374,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Kodigehalli,False,Thursday
planned,public_event,Regarding of Lim-01 movement there will be a traffic congestion..so that take alternative routs kindly co-operate,True,High,12.96067984,77.6415265,"Old Airport Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",Old Airport Road,Central Zone 1,Halasur,False,Friday
unplanned,construction,Ring road closed due to metro work.,True,High,13.0189794,77.6560546,"MBT Road, SMR Vinay Estate, Kallumantapa, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,East Zone 2,Banaswadi,False,Saturday
planned,construction,[LOCATION] work progressing,False,High,12.9738007,77.6128385,"Mahatma Gandhi Road, Prestige Meridian, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Old Madras Road,Central Zone 1,Ashok Nagar,False,Saturday
planned,construction,,False,Low,13.009805,77.5060113,"Handrihalli Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Non-corridor,West Zone 1,Peenya,True,Sunday
unplanned,construction,Horamavu under pass road close [LOCATION] work progress,True,High,13.0192745,77.6554942,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,East Zone 2,Hennuru,False,Sunday
planned,procession,[PERSON] ರವರ ನೇತೃತ್ವದಲ್ಲಿ ಸುಮಾರು 300 ಜನ ಪ್ರೋಸೆಷನ್ ಮಾಡುತ್ತಿದ್ದಾರೆ ಬ್ಯಾಟರಾಯನಪುರ ಹತ್ತಿರ ಏರ್ಪೋರ್ಟ್ ಕಡೆಗೆ ಸರ್ವಿಸ್ ರಸ್ತೆಯನ್ನು ಕ್ಲೋಸ್ ಮಾಡಿ ರುತ್ತೇವೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಆಗದಂತೆ ಮೇನ್ ರೋಡಿಗೆ ಡ್ರೈ ವರ್ಷನ್ ಮಾಡುತ್ತಿದ್ದೇವೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ sir,True,High,13.0661392,77.5930153,"RK Road Number 7, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",Bellary Road 2,North Zone 1,Kodigehalli,False,Monday
planned,construction,"ಈಜಿಪುರ ಫ್ಲೈಓವರ್ ವರ್ಕ್ ಡೌನ್ ರಂಪ ರಿಟರ್ನಿಂಗ್ ವಾಲ್ ಕೆಲಸ ನಡೆಯಲು ರೋಡ್ ಕಟಿಂಗ್ ಮಾಡಿದ್ದೂ, ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಇರುವುದು.. ಸರ್",False,High,12.9386484,77.6346265,"Domlur Inner Ring Road, Srinivagilu Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",IRR(Thanisandra road),Central Zone 1,Ashok Nagar,False,Monday
unplanned,construction,A drainage working so slowe movement sir towards city mc circle,False,High,12.977942,77.5451052,"G Narayana Kumar Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",Magadi Road,West Zone 2,Magadi Road,False,Tuesday
planned,public_event,Ethnic day event at Christ pu university. Traffic movement from Christ University towards Dairy circle is  slow.,False,Low,12.9364185,77.6063347,"Hosur Road, Global Tech Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Wednesday
unplanned,construction,Road work going on,True,High,13.0394681,77.5897755,"Bellary Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 2,Hebbala,False,Thursday
planned,public_event,Slow moving traffic from Christ University towards Dairy circle due ethnic day event,False,Low,12.9364366,77.6063688,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",Non-corridor,South Zone 2,Mico Layout,False,Thursday
planned,construction,BBMP foot path Work progress at near by kundalahalli Towords BEML lay out ITPL MAIN road traffic is slove movement sir.,False,High,12.9556341,77.7155545,"HAL Airport Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,East Zone 1,Whitefield,False,Friday
planned,construction,BBMP FOOT path work progress at ITPL main Road near [LOCATION].,False,High,12.9563482,77.7148885,"ITPL Main Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",Varthur Road,East Zone 1,HAL Old Airport,False,Friday
planned,construction,[LOCATION] work start at [LOCATION],True,High,12.8993805,77.6006482,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",Bannerghata Road,South Zone 2,Mico Layout,False,Friday
planned,public_event,ನಮಸ್ತೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಸರಹದ್ದಿನಲ್ಲಿ ಕ್ಲಾಕ್ ಎಕ್ಸಿಟಿಕಾ ಹೋಟೆಲ್ನಲ್ಲಿ ಸುಮಾರು ವಾಹನಗಳು ಎಲ್ಲಾ ಕಡೆಯಿಂದ ಬರುತ್ತಿರುವುದರಿಂದ ಸಂಚಾರ ವಿಧಾನ ಗತಿಯಲ್ಲಿ ಹೋಗುತ್ತಿದೆ,False,High,13.1908827,77.6457956,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,False,Friday
planned,public_event,ನಮಸ್ತೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಸರಹದಿನಲ್ಲಿ ಕ್ಲಾಕ್ ಎಕ್ಸಿಟಿಗಾ ಹೋಟೆಲ್ನಲ್ಲಿ ಮೆಡಿಕಲ್ ಇವೆಂಟ್ ಇರುವುದರಿಂದ ಎಲ್ಲಾ ಕಡೆಯಿಂದ ವಾಹನಗಳು ಬರುತ್ತಿರುವುದರಿಂದ ಏರ್ಪೋರ್ಟ್ ರೋಡ್ ಸಾಧಳಿಗೆ ಜಂಕ್ಷನ್ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿ ತೆರಳುತ್ತಿದೆ,False,High,13.1906979,77.6456185,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,False,Friday
planned,public_event,,False,High,13.1909322,77.6458777,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,True,Friday
planned,public_event,,False,High,13.1909815,77.6460922,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,Chikkajala,True,Friday
unplanned,construction,Test Demo,False,High,12.9651619,77.5682358,"Cart Street, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",Mysore Road,Central Zone 2,Chamarajpet,False,Saturday
planned,construction,White Topping work at [LOCATION].,True,High,13.00353423,77.6195401,"Trinity, 65, ಲಾಜರ್ ರಸ್ತೆ, ಲಾಜರ್ ಬಡಾವಣೆ, ಫ್ರೇಜರ್ ಟೌನ್, ಮಾರುತಿ ಸೇವಾ ನಗರ, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560005, India",Airport New South Road,North Zone 1,Pulikeshinagar(F.Town),False,Saturday
planned,construction,Permanent right turn is restricted from swastik junction to Sheshadripuram PS Junction.,True,Low,12.98872458,77.57410491,"Subedar Chatram Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",Non-corridor,Central Zone 2,Sheshadripuram,False,Saturday
planned,construction,Permanent right turn is restricted from swastik junction to Sheshadripuram PS Junction.,True,Low,12.98872458,77.57410491,"Subedar Chatram Road, Nehru Nagar, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",Non-corridor,Central Zone 2,Sheshadripuram,False,Saturday
planned,public_event,,False,Low,12.9832488,77.5605833,"Link Road, Sri Jagadguru Renukacharya Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",Non-corridor,West Zone 2,Rajajinagar,True,Saturday
planned,public_event,BMTC electric vehicle offlode,False,High,12.9680759,77.6063041,"Museum Road, Shoolay Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",Mysore Road,Central Zone 1,Ashok Nagar,False,Saturday
unplanned,construction,ನಮಸ್ಕಾರ ಮೇಡಂ ದೇವರ ಬಿಚ್ನಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಏಕೋ ಸ್ಪೇಸ್ ಕಡೆಗೆ ಬರುವ ಸರ್ವಿಸ್ ರಸ್ತಯಲ್ಲಿ  ಮ್ಯಾರೇಟ್ ಹೋಟೆಲ್ ಮುಂದೆ ಬೆಸ್ಕಾಂ ನವರು ಕೇಬಲನ್ನು ಜೋಡಿಸುವ ಕಾಮಗಾರಿಯನ್ನು ಮಾಡುತ್ತಿರುತ್ತಾರೆ ಟ್ರಾಫಿಕ್ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ  ಮೇಡಂ,False,High,12.9282778,77.6821992,"LSI Entrance Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,East Zone 1,HAL Old Airport,False,Sunday
planned,construction,Road work,False,High,13.0416105,77.6118695,,ORR North 1,North Zone 1,K.G. Halli,False,Monday
planned,procession,ಹಿಂದೂ ಸಮಾಜೋತ್ಸವ ಪ್ರಯುಕ್ತ ಜಾತ ಇರುವುದರಿಂದ ಬೊಮ್ಮನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಇಂದ ಕೊಡಿ ಚಿಕ್ಕನಹಳ್ಳಿ ಜಂಕ್ಷನ್ ವರೆಗೂ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಟ್ರಾಫಿಕ್ ಇರುತ್ತೆ,False,High,12.9062833,77.6271617,"1st Main Road, Krishna Reddy Layout, Virat Nagar, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,South Zone 2,Madiwala,False,Monday
planned,construction,Old [PERSON] office circle near [LOCATION] water pipeline work progressing traffic slow movment,False,Low,12.9831901,77.576514,"Loop Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Non-corridor,Central Zone 2,High ground,False,Tuesday
planned,construction,Road blockage in hutchnis road,True,High,13.00276995,77.62205239,"Alleluia, 17/3, Davis Road, Balaji Layout, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",Airport New South Road,North Zone 1,Pulikeshinagar(F.Town),False,Wednesday
planned,construction,,True,High,12.9671027,77.588061,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,Central Zone 2,Halasuru Gate,True,Thursday
planned,construction,,False,Low,12.96707,77.6109833,"Richmond Road, Monsignor Dsouza Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Non-corridor,Central Zone 1,Ashok Nagar,True,Thursday
planned,public_event,test,False,Low,12.96111871,77.5874234,"New Mission Road, 560027, Sampangi Rama Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",Non-corridor,Central Zone 2,Halasuru Gate,False,Friday
planned,protest,[PERSON],False,High,12.96767351,77.58722674,"Corporation Circle, 560002, Nagarathpete, Bengaluru, Bengaluru Urban, Karnataka, India",Mysore Road,Central Zone 2,Halasuru Gate,False,Friday
planned,construction,Break down,True,High,12.9267035,77.6784255,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,East Zone 1,Bellandur,False,Friday
planned,construction,Bethal church hebbal,False,High,13.0418676,77.5941076,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,North Zone 1,Hebbala,False,Friday
planned,procession,Slow traffic moment ಸರ್,False,Low,12.9202334,77.589433,"11th Main Road, Sobha Opal Apartment, Block 4T East, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",Non-corridor,South Zone 1,Jayanagara,False,Friday
unplanned,construction,Bagaluru onflyover to wards airport NHi work sir [PERSON] normal mument sir,False,High,13.12531,77.6123167,"Bengaluru Bellary Road, Uday Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Saturday
unplanned,construction,Cabel working,True,High,13.0991084,77.5971696,"Hospital Road, Nehru Nagar Extension, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Saturday
planned,construction,Permanent road blockage regulation,True,High,13.00271757,77.62213905,"Gold Orchid, 19, Hutchins Main Road, D'Costa Square, Cooke Town, Maruthi Seva Nagara, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560084, India",Airport New South Road,North Zone 1,Pulikeshinagar(F.Town),False,Saturday
unplanned,construction,Coffeday junction,False,High,13.0948303,77.5974484,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",Bellary Road 2,North Zone 2,Yelahanka,False,Saturday
unplanned,construction,Road work going in hebbal circle to nagavara,False,High,13.0428512,77.590721,"MBT Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Hebbala,False,Saturday
planned,construction,White tapping on this above location,False,High,13.0169614,77.5604211,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Tumkur Road,West Zone 2,Yeshwanthpura,False,Monday
planned,public_event,Break down,False,High,12.9730328,77.5391616,"Chord Road, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",West of Chord Road,West Zone 2,Vijayanagara,False,Tuesday
planned,public_event,Break down,False,High,12.9730708,77.5389574,"Chord Road, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",West of Chord Road,West Zone 2,Vijayanagara,False,Tuesday
planned,construction,White tapping work progress on old [PERSON]  traffic slow movements towards race view jn,False,Low,12.9836352,77.5773592,"Dr MH Ambarish Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Non-corridor,Central Zone 2,High ground,False,Tuesday
planned,construction,[LOCATION] work prograss traffic slow moving silkboard towards 14th main service road sir,True,High,12.9161461,77.6328869,"13th Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,South Zone 2,HSR Layout,False,Tuesday
planned,construction,ಟ್ರಾಫಿಕ್ ಗೆ ಯಾವುದೇ [PERSON] ಇರುವುದಿಲ್ಲ ಹೆಬ್ಬಾಳ ಡೌನ್ ರಾಂಪ್ ದಿಂದ ಕೆಂಪಾಪುರ ಕಡೆಗೆ,False,High,13.0462699,77.5912839,"Bellary Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,North Zone 1,Kodigehalli,False,Friday
planned,construction,White tapping construction 🚧,True,Low,12.9497527,77.6205634,"Srinivagilu Main Road, Kapila Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",Non-corridor,Central Zone 1,Adugodi,False,Friday
planned,procession,Towards [PERSON] mill sir,False,High,12.9738689,77.5662785,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Magadi Road,Central Zone 2,Magadi Road,False,Saturday
